correlativo_estudiante,nombre_carrera,fecha_inscripcion,anio_inscripcion,sexo,pais_nacionalidad,tipo_inscripcion
cbaf0904cbfb04e45453bd3f28fac16d,INGENIERIA AMBIENTAL,2023-12-05,2024,F,GUATEMALA,REINGRESO
427e80d4c619ec21ec91123030007ca4,INGENIERIA CIVIL,2023-12-05,2024,F,GUATEMALA,PRIMER INGRESO (TRASLADO)
0e5d9b935ad3a3f1d99635c3e7353248,INGENIERIA CIVIL,2023-12-05,2024,M,GUATEMALA,REINGRESO
234135ef75dc4190c8ee40db9239de41,INGENIERIA CIVIL,2023-12-05,2024,M,GUATEMALA,REINGRESO
40566cab44ad38c151013a51ba8a2f0e,INGENIERIA CIVIL,2023-12-05,2024,M,GUATEMALA,REINGRESO
a725336b4647d07f2c00266fa3f41a2d,INGENIERIA CIVIL,2023-12-05,2024,M,GUATEMALA,REINGRESO
c5c52042a61fedbe3db2ff3bf16d5ffc,INGENIERIA CIVIL,2023-12-05,2024,M,GUATEMALA,REINGRESO
d73df12c52e08720ed6f04c698ab82bb,INGENIERIA CIVIL,2023-12-05,2024,M,GUATEMALA,REINGRESO
05f2bfaae60f13b4c2ad61a47693b742,INGENIERIA ELECTRICA,2023-12-05,2024,M,GUATEMALA,REINGRESO
331003ad411809d65482ca64f7583103,INGENIERIA ELECTRICA,2023-12-05,2024,M,GUATEMALA,REINGRESO
6f62b62e05c2e3227292c6ae31946d72,INGENIERIA ELECTRICA,2023-12-05,2024,M,GUATEMALA,REINGRESO
81b2b94237b71a90eda213e343ba473a,INGENIERIA ELECTRICA,2023-12-05,2024,M,GUATEMALA,REINGRESO
3073ac0c58a560d75dce0e2f72699f7c,INGENIERIA ELECTRONICA,2023-12-05,2024,M,GUATEMALA,REINGRESO
60be7c92746ca99f1428bca3385c64f3,INGENIERIA ELECTRONICA,2023-12-05,2024,M,GUATEMALA,REINGRESO
612440228aa5367d5d4689821857df27,INGENIERIA ELECTRONICA,2023-12-05,2024,M,GUATEMALA,REINGRESO
a13e1b1ebdefb7aaaf97b71a00505405,INGENIERIA ELECTRONICA,2023-12-05,2024,M,GUATEMALA,REINGRESO
35f30c097fce50f7537d84f8946be5ad,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,F,GUATEMALA,REINGRESO
67dd4e1cad7903350d0cfde20a27727d,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,F,GUATEMALA,REINGRESO
80ff5f497c5d420d3fa8ba859c6217f3,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,F,GUATEMALA,REINGRESO
020367ccd14637bd0418d31ebcf9cba1,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
1959383f7ff015020a0930a86672262b,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
2be40589d0b219e2a2abd02c30f10557,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
36e740d13b998f56e73e0c89bfbe9f2e,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
3c36ec85367d60a6b636bfce7457fc99,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
3c51a0cd1fe20740e3e9d6172b4d4679,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
3f6dfb216282131a7712d746769e79a3,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
4225b173875b1ecb75ea506e6f355ec7,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
435f9f97cbd9c7d63de3cdee719db2aa,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
4952efc134e8eb79fb917a9c9d468ced,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
4be709618573d9297a93824b271d338e,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
4cc51ff5348e284bea6b97c710ee8068,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
4e7602512ea032e9555934b630a0e52c,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
4e95b19363737aedf39415675f0eeb66,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
502a3fb6ea7f478ff15623f258bccdec,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
59934185a844faf93d3e4ed358c6ab87,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
5c576661c2d4d8c392c29b3157b4573a,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
5c5c1acc861997b031016fbb479a82e5,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
5fad1773ee1a0d3970cb67811badb8cd,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
68b82911435c14d04193deec3125585b,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
6f4564b527b5d841e757e13ec8a5fee5,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
7c3fcf6d088bb117e65c84fb60a196b7,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
957b3b75d3d6813515180b137ba2b3f3,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
97a17ebce764391d6b38b61d7774cf07,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
97ac788a19b08b0dfd22bbcb9b8779d3,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
9b099fa14843e7d1b9ee0448402ac23d,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
b6bc76565b6bbda68c3e910809def227,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
b6f50bce31d4cb094905e76c12a27edd,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
cace3f0db87ae0566bc88637331b7b01,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
ce9f47c856ba6fb47e94721b9a8c3ba7,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
d5ea9e493be0d9fca3d7a972ec703ecf,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
decfb9e8c6254bd7ef3d26ebb12ebe87,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
e9bb3fa1de85c3e95499f35aafdb35ea,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
f0d688f4b4764bbf5394e5fb2c9186b0,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
f158d60dbad7e5887b25346e9ea4afb5,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-05,2024,M,GUATEMALA,REINGRESO
06406e0210ad7662e8de2e5c3c314531,INGENIERIA INDUSTRIAL,2023-12-05,2024,F,GUATEMALA,REINGRESO
629333bd875782e3a5be6f16895e0d3f,INGENIERIA INDUSTRIAL,2023-12-05,2024,F,GUATEMALA,REINGRESO
62debbfd6daf19379e3cbab172194f85,INGENIERIA INDUSTRIAL,2023-12-05,2024,F,GUATEMALA,REINGRESO
8fc97cc7bf4e748f48b4bb063d8da33a,INGENIERIA INDUSTRIAL,2023-12-05,2024,F,GUATEMALA,REINGRESO
9408d59da9554f5cbc637536c9faeb20,INGENIERIA INDUSTRIAL,2023-12-05,2024,F,GUATEMALA,REINGRESO
9a7270da8f5b8a4653546e3de8a89b5b,INGENIERIA INDUSTRIAL,2023-12-05,2024,F,GUATEMALA,REINGRESO
bdb27942f173458e767cdc4ea6bbe409,INGENIERIA INDUSTRIAL,2023-12-05,2024,F,GUATEMALA,REINGRESO
deb5d3277909ccfcc4c174410c99e747,INGENIERIA INDUSTRIAL,2023-12-05,2024,F,GUATEMALA,REINGRESO
0c5025d3cfeaac084a87861f150c1080,INGENIERIA INDUSTRIAL,2023-12-05,2024,M,GUATEMALA,REINGRESO
1ce8e6524e35d9441a256a9aaeb3a252,INGENIERIA INDUSTRIAL,2023-12-05,2024,M,GUATEMALA,REINGRESO
21d0d7a44e370cd8050d94d765166b81,INGENIERIA INDUSTRIAL,2023-12-05,2024,M,GUATEMALA,REINGRESO
44604c443ce4e0c177bf023a37a70448,INGENIERIA INDUSTRIAL,2023-12-05,2024,M,GUATEMALA,REINGRESO
5c8062774b497a4c18fb9d822910fb1c,INGENIERIA INDUSTRIAL,2023-12-05,2024,M,GUATEMALA,REINGRESO
7e862bb85d7e32ef293d7e8b81b4a2bf,INGENIERIA INDUSTRIAL,2023-12-05,2024,M,GUATEMALA,REINGRESO
985ed2f2ff5b5c37e47c036db2fbeb24,INGENIERIA INDUSTRIAL,2023-12-05,2024,M,GUATEMALA,REINGRESO
a1cbbb84291205059626ee06e9721234,INGENIERIA INDUSTRIAL,2023-12-05,2024,M,GUATEMALA,REINGRESO
ae626e5e063d5f1266fc603512fa704c,INGENIERIA INDUSTRIAL,2023-12-05,2024,M,GUATEMALA,REINGRESO
b98b2e48d4f60dbf2d1e34ff9e10e045,INGENIERIA INDUSTRIAL,2023-12-05,2024,M,GUATEMALA,REINGRESO
c27f4b57db46c7812e45b42b0a418d27,INGENIERIA INDUSTRIAL,2023-12-05,2024,M,GUATEMALA,REINGRESO
dc0adfae3c7962de8a0d4a9b68d66b35,INGENIERIA INDUSTRIAL,2023-12-05,2024,M,GUATEMALA,REINGRESO
2285b2e76dcc0aedf5da0c8adb832347,INGENIERIA MECANICA,2023-12-05,2024,M,GUATEMALA,REINGRESO
312840956aefacd60246f688ff121bf5,INGENIERIA MECANICA ELECTRICA,2023-12-05,2024,F,GUATEMALA,REINGRESO
520a8dcb3f7a3e299db924a8d5f2f021,INGENIERIA MECANICA ELECTRICA,2023-12-05,2024,M,GUATEMALA,REINGRESO
5a3cb5a198c7843bbda9763c7a2e99a4,INGENIERIA MECANICA ELECTRICA,2023-12-05,2024,M,GUATEMALA,REINGRESO
85164c3656ea581daaf9c98b49bbd7b3,INGENIERIA MECANICA ELECTRICA,2023-12-05,2024,M,GUATEMALA,REINGRESO
f136abbc294d7faa40468f3c31fb852f,INGENIERIA MECANICA ELECTRICA,2023-12-05,2024,M,GUATEMALA,REINGRESO
28ba8d01bdf75c4eb18ce41c91b8ffb1,INGENIERIA MECANICA ,2023-12-05,2024,M,GUATEMALA,REINGRESO
5a1558a76ab2c45b49cd02d23e906a3d,INGENIERIA MECANICA ,2023-12-05,2024,M,GUATEMALA,REINGRESO
0eae6ce54632bb189996914039c5b4fa,INGENIERIA QUIMICA,2023-12-05,2024,F,GUATEMALA,REINGRESO
4a2b87c9b7b3e39ab1445de12fb33d74,INGENIERIA QUIMICA,2023-12-05,2024,F,GUATEMALA,REINGRESO
684b9d04f166a379cca6d013cef3f3bb,INGENIERIA QUIMICA,2023-12-05,2024,F,GUATEMALA,REINGRESO
a80dc0aa643473548c0646a98b1f836a,INGENIERIA QUIMICA,2023-12-05,2024,F,GUATEMALA,REINGRESO
d432addb54dc700be6c39badd108198b,INGENIERIA QUIMICA,2023-12-05,2024,F,GUATEMALA,REINGRESO
356253d31f330181ccad2c2a3d416fca,INGENIERIA QUIMICA,2023-12-05,2024,M,GUATEMALA,REINGRESO
5eeb3e4a0d1b022a4303f4ddcdb184fd,INGENIERIA QUIMICA,2023-12-05,2024,M,GUATEMALA,REINGRESO
7f8144d17fab81dcb042b08fda884862,INGENIERIA QUIMICA,2023-12-05,2024,M,GUATEMALA,REINGRESO
8747aff92957e6b8013475ea82b68c2a,INGENIERIA CIVIL,2023-12-06,2024,F,GUATEMALA,REINGRESO
3ca8daffb5ca47785f8c03d4b81e5f6a,INGENIERIA CIVIL,2023-12-06,2024,M,GUATEMALA,REINGRESO
9ed438d8608705fdccd173fe32acb7c9,INGENIERIA CIVIL,2023-12-06,2024,M,GUATEMALA,REINGRESO
26c79c7fbc1a23ee25e560e442fb4393,INGENIERIA ELECTRICA,2023-12-06,2024,M,GUATEMALA,REINGRESO
b3e8f6a34cd5ce8934257a28e27be44e,INGENIERIA ELECTRONICA,2023-12-06,2024,M,GUATEMALA,REINGRESO
b912135d9c0a032eadca8362062929dd,INGENIERIA ELECTRONICA,2023-12-06,2024,M,GUATEMALA,REINGRESO
c49523732c490b97643c388befeaeb19,INGENIERIA ELECTRONICA,2023-12-06,2024,M,GUATEMALA,REINGRESO
0bea56ed2469679d1c68ca915ebdbe27,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-06,2024,F,GUATEMALA,REINGRESO
0fcacf5ee7dfa7a161904d879bb296ef,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-06,2024,M,GUATEMALA,REINGRESO
1df48a8f67f1fad128caff0e380c845e,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-06,2024,M,GUATEMALA,REINGRESO
213666588821c639eb3a3b65bf9b2fca,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-06,2024,M,GUATEMALA,REINGRESO
2317f231f0964ff9d842dcd2eb04e3a2,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-06,2024,M,GUATEMALA,REINGRESO
5601699d763b04f6227028a209dc4de5,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-06,2024,M,GUATEMALA,REINGRESO
7531b65a0a042ee1335337258aed6432,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-06,2024,M,GUATEMALA,REINGRESO
796ef3260a41627eb704670baf511263,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-06,2024,M,GUATEMALA,REINGRESO
9510d6ed63c99fac165421321e012a1e,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-06,2024,M,GUATEMALA,REINGRESO
a8fecb3d1e1f480b41ec996266c3c08c,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-06,2024,M,GUATEMALA,REINGRESO
acc8bc9ecc8c5075f0b26c4d06ae7617,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-06,2024,M,GUATEMALA,REINGRESO
b05b58358bbed7886b4247c8c59169e8,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-06,2024,M,GUATEMALA,REINGRESO
db47400d17880b5c28e914feece19738,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-06,2024,M,GUATEMALA,REINGRESO
e33e456e815a6ad86a75556607799f3b,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-06,2024,M,GUATEMALA,REINGRESO
f358aefa3189811571af79688db147b7,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-06,2024,M,GUATEMALA,REINGRESO
291b4a2e4232df8cc29edda2f6133cba,INGENIERIA EN INDUSTRIAS ,2023-12-06,2024,F,GUATEMALA,REINGRESO
c650598b933e789a4627f060693decb6,INGENIERIA EN INDUSTRIAS ,2023-12-06,2024,F,GUATEMALA,REINGRESO
9f99a65717e3566a2afaef2e9aa922a6,INGENIERIA INDUSTRIAL,2023-12-06,2024,F,GUATEMALA,REINGRESO
c432bbbe72f76d86ca31407b28013470,INGENIERIA INDUSTRIAL,2023-12-06,2024,F,GUATEMALA,REINGRESO
73c48419415e94d04a3c715650a48070,INGENIERIA INDUSTRIAL,2023-12-06,2024,M,GUATEMALA,REINGRESO
b77b9ca59e27285f2e44287f3c8b844e,INGENIERIA INDUSTRIAL,2023-12-06,2024,M,GUATEMALA,REINGRESO
73eaae9f07befb23272d0ef5e9dae85b,INGENIERIA MECANICA,2023-12-06,2024,M,GUATEMALA,REINGRESO
8deef300266dd583844e4a2447051552,INGENIERIA MECANICA ELECTRICA,2023-12-06,2024,M,GUATEMALA,REINGRESO
fabbfbae26ae83ae88d95e84fdc20ab6,INGENIERIA MECANICA ELECTRICA,2023-12-06,2024,M,GUATEMALA,REINGRESO
7acbf88a3864a399d0807a326f9f134d,INGENIERIA MECANICA ,2023-12-06,2024,M,GUATEMALA,REINGRESO
c5f54f6735ffc1f476d6230385bd9b88,INGENIERIA MECANICA ,2023-12-06,2024,M,GUATEMALA,REINGRESO
d3d4eeafaff25d50aa5d055a8845436e,INGENIERIA MECANICA ,2023-12-06,2024,M,GUATEMALA,REINGRESO
0bc34be33f857eb2b01704f3b416ae0c,INGENIERIA QUIMICA,2023-12-06,2024,F,GUATEMALA,REINGRESO
1163f54cf7bda3d0d53e9c439539f8da,INGENIERIA QUIMICA,2023-12-06,2024,F,GUATEMALA,REINGRESO
30a610eaef33811f5701c78b7ebb1c95,INGENIERIA QUIMICA,2023-12-06,2024,F,GUATEMALA,REINGRESO
4013342a3e36c81a4b2d5937238a7e16,INGENIERIA QUIMICA,2023-12-06,2024,F,GUATEMALA,REINGRESO
4e7fe54a0f8a651ced9faf8be6e83fc0,INGENIERIA QUIMICA,2023-12-06,2024,F,GUATEMALA,REINGRESO
747589ee95756f4c27f35f8e708556d3,INGENIERIA QUIMICA,2023-12-06,2024,F,GUATEMALA,REINGRESO
ce91ec204ce2baeb656c4b4e0b8db0e4,INGENIERIA QUIMICA,2023-12-06,2024,F,GUATEMALA,REINGRESO
e020728750cf81d64cc11156e0027ea8,INGENIERIA QUIMICA,2023-12-06,2024,F,GUATEMALA,REINGRESO
f9dd333ef73b7e0f2d62c089b5727887,INGENIERIA QUIMICA,2023-12-06,2024,F,GUATEMALA,REINGRESO
0c095633a2d1a128cfd686fc8b640885,INGENIERIA QUIMICA,2023-12-06,2024,M,GUATEMALA,REINGRESO
3fe83b774b309ac2e881d0ab60fc9cd3,INGENIERIA QUIMICA,2023-12-06,2024,M,GUATEMALA,REINGRESO
48e3ee2b5b8e1b229b23206d7d550ac0,INGENIERIA QUIMICA,2023-12-06,2024,M,GUATEMALA,REINGRESO
8e8608bd0f777f0499cec637c446a88f,INGENIERIA QUIMICA,2023-12-06,2024,M,GUATEMALA,REINGRESO
8f629b35b59ee5510ec299ad1ec05474,INGENIERIA QUIMICA,2023-12-06,2024,M,GUATEMALA,REINGRESO
2a1cce865d6d1b48925653ab9a39a67b,INGENIERIA AMBIENTAL,2023-12-07,2024,M,GUATEMALA,REINGRESO
80b19d5e4796f14abf4a112718a0e389,INGENIERIA CIVIL,2023-12-07,2024,F,GUATEMALA,REINGRESO
03d6a7748a2fd1335e5c3850b1b23ac3,INGENIERIA CIVIL,2023-12-07,2024,M,GUATEMALA,REINGRESO
0634b96a0b0bf092051d9dae123f0978,INGENIERIA CIVIL,2023-12-07,2024,M,GUATEMALA,REINGRESO
4f859677cb179325afbbab2328c1fc12,INGENIERIA CIVIL,2023-12-07,2024,M,GUATEMALA,REINGRESO
79ca968add8b5cb868690d045bc4b7ff,INGENIERIA CIVIL,2023-12-07,2024,M,GUATEMALA,REINGRESO
7ceb70b5713224f86ccfbfa915a58b03,INGENIERIA CIVIL,2023-12-07,2024,M,GUATEMALA,REINGRESO
a2bb5277d4e8a8771caf3ce792e495df,INGENIERIA CIVIL,2023-12-07,2024,M,GUATEMALA,REINGRESO
af1a83d5813c939d946364d700e38e27,INGENIERIA CIVIL,2023-12-07,2024,M,GUATEMALA,REINGRESO
d9657feee14c8583e19f5d14811c2460,INGENIERIA CIVIL,2023-12-07,2024,M,GUATEMALA,REINGRESO
9edea90cb1fff5f8527df29de74b4ad7,INGENIERIA ELECTRICA,2023-12-07,2024,M,GUATEMALA,REINGRESO
1ba7e8f3500bef90494ed1af3e0108cc,INGENIERIA ELECTRONICA,2023-12-07,2024,M,GUATEMALA,REINGRESO
2382d364a604fdfb3382e40205bd2fd5,INGENIERIA ELECTRONICA,2023-12-07,2024,M,GUATEMALA,REINGRESO
3d22ee4786de88b6a710bd54a26d1684,INGENIERIA ELECTRONICA,2023-12-07,2024,M,GUATEMALA,REINGRESO
e1b324a3482d06365cd60ae84dcf72e0,INGENIERIA ELECTRONICA,2023-12-07,2024,M,GUATEMALA,REINGRESO
40b6c16f94cf8094dd9aab5dee09bb88,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-07,2024,F,GUATEMALA,REINGRESO
be210347883d243ddab6d42dabe7c331,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-07,2024,F,GUATEMALA,REINGRESO
508af033b744cc7a675cd1fb11c7820c,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-07,2024,M,GUATEMALA,REINGRESO
6226314960a506ee2aac1d6dc2a877e8,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-07,2024,M,GUATEMALA,REINGRESO
766af6b7be1c4c309b2dff527c414fc3,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-07,2024,M,GUATEMALA,REINGRESO
7e3fdd3cbfe74152acabefe67c3a4685,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-07,2024,M,GUATEMALA,REINGRESO
927fc2614bcf8c22c0bb5d4ba9a8b0f6,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-07,2024,M,GUATEMALA,REINGRESO
9894c4b779938b31eb40016ade5659a2,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-07,2024,M,GUATEMALA,REINGRESO
b8485186713216ba4b6a83862fa58d64,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-07,2024,M,GUATEMALA,REINGRESO
f809fd4814a33e069ac0b2347410c4e5,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-07,2024,M,GUATEMALA,REINGRESO
1b3f97937d78bd2e7c989ff1acbe6d0d,INGENIERIA INDUSTRIAL,2023-12-07,2024,M,GUATEMALA,REINGRESO
1bc46e1a3df984ff58e6a6edd3329af0,INGENIERIA INDUSTRIAL,2023-12-07,2024,M,GUATEMALA,REINGRESO
1cea5a1d187eb842d170572625bb29d3,INGENIERIA INDUSTRIAL,2023-12-07,2024,M,GUATEMALA,REINGRESO
31ef219e78050d27b08f9ddb4e4d229d,INGENIERIA INDUSTRIAL,2023-12-07,2024,M,GUATEMALA,REINGRESO
444b7b89b59affd4ea89db9702af454d,INGENIERIA INDUSTRIAL,2023-12-07,2024,M,GUATEMALA,REINGRESO
49201d5d881c78811fba8551ec0951b2,INGENIERIA INDUSTRIAL,2023-12-07,2024,M,GUATEMALA,REINGRESO
698fa89bd375f5a651c841fd9e3e529b,INGENIERIA INDUSTRIAL,2023-12-07,2024,M,GUATEMALA,REINGRESO
6be71f25ed4671c9ccfde2c46bc3cea6,INGENIERIA INDUSTRIAL,2023-12-07,2024,M,GUATEMALA,REINGRESO
6e9a816ba5fedf22aa33d9f8c637953c,INGENIERIA INDUSTRIAL,2023-12-07,2024,M,GUATEMALA,REINGRESO
720ccf8ef54620688161342c3153f775,INGENIERIA INDUSTRIAL,2023-12-07,2024,M,GUATEMALA,REINGRESO
d96f82c29d6e67ce6e4467483aaaf2ef,INGENIERIA INDUSTRIAL,2023-12-07,2024,M,GUATEMALA,REINGRESO
99c17dd4f0ed1526be1fdd30b8ecd7b1,INGENIERIA MECANICA ELECTRICA,2023-12-07,2024,M,GUATEMALA,REINGRESO
982d1bdffce72e6cf0b11fc88ebbfc29,INGENIERIA MECANICA ,2023-12-07,2024,F,GUATEMALA,REINGRESO
5f4ba2448e2cf3fba2c3288692fbb28a,INGENIERIA QUIMICA,2023-12-07,2024,F,GUATEMALA,REINGRESO
9f97144dc447960c917c8e4a519eced4,INGENIERIA QUIMICA,2023-12-07,2024,M,GUATEMALA,REINGRESO
cc451626d8201c7dffc2a90f0036578f,INGENIERIA QUIMICA,2023-12-07,2024,M,GUATEMALA,REINGRESO
e3d095e5f83b5986b9ccb4b8ffae64e0,INGENIERIA QUIMICA,2023-12-07,2024,M,GUATEMALA,REINGRESO
6a5ce7322ec503d46734ef11db8cf312,INGENIERIA CIVIL,2023-12-08,2024,M,GUATEMALA,REINGRESO
e03b6a261917ec730838016591fcf389,INGENIERIA CIVIL,2023-12-08,2024,M,GUATEMALA,REINGRESO
2a002e10f940b99c1e373eb1da6424a4,INGENIERIA ELECTRICA,2023-12-08,2024,M,GUATEMALA,REINGRESO
bdb218457cee64f1f16d52c3b8303e1b,INGENIERIA ELECTRICA,2023-12-08,2024,M,GUATEMALA,REINGRESO
312e4902219086203289dc6ad57594e9,INGENIERIA ELECTRONICA,2023-12-08,2024,M,GUATEMALA,REINGRESO
aa1f777204ad20108a3515a18a8aaf6e,INGENIERIA ELECTRONICA,2023-12-08,2024,M,GUATEMALA,REINGRESO
07ab391e657b8060090ef3a682c4cdf0,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-08,2024,F,GUATEMALA,REINGRESO
455022f7aca12be6c55eaf4245eac447,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-08,2024,F,GUATEMALA,REINGRESO
5c47980a8f550c8d26372f7942d864d5,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-08,2024,F,GUATEMALA,REINGRESO
008e0b9676c90adcb13b04df34b6eac4,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-08,2024,M,GUATEMALA,REINGRESO
29b4eeebee8d89b2621e04a1d7262ab6,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-08,2024,M,GUATEMALA,REINGRESO
84671b9b20223c3dae1a70eb2ab11c4f,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-08,2024,M,GUATEMALA,REINGRESO
abbe8f693404c0e8adb716d64bea0e2a,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-08,2024,M,GUATEMALA,REINGRESO
aea12afa5fb3cc24a1a5855af13e2152,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-08,2024,M,GUATEMALA,REINGRESO
b599770c4da5e46db7dcaf49866eff06,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-08,2024,M,GUATEMALA,REINGRESO
c10bd5443187c163c50ffa170de4325c,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-08,2024,M,GUATEMALA,REINGRESO
ca8df0859cd5d5a3c72fdea54763a0c1,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-08,2024,M,GUATEMALA,REINGRESO
cb59f30d047f786edd66e1aed72dbe1a,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-08,2024,M,GUATEMALA,REINGRESO
d53f9d656a3385f553432810cd6e00df,INGENIERIA EN CIENCIAS Y SISTEMAS,2023-12-08,2024,M,GUATEMALA,REINGRESO
1837f085d8efc52ef9381f21ce05013d,INGENIERIA INDUSTRIAL,2023-12-08,2024,M,GUATEMALA,REINGRESO
68c7f84d735331d23f9cd7f56ee55665,INGENIERIA INDUSTRIAL,2023-12-08,2024,M,GUATEMALA,REINGRESO
80662b4b89db0794490d7c0264262182,INGENIERIA INDUSTRIAL,2023-12-08,2024,M,GUATEMALA,REINGRESO
8c415009682a206942653d96444eeff2,INGENIERIA INDUSTRIAL,2023-12-08,2024,M,GUATEMALA,REINGRESO
